team_2026_27,player,matched,match_type,prior_pl_team,position,rating,w_points,w_goals,w_assists,w_goal_involvements,w_xgi,gi_per90,w_minutes,seasons,latest_team,latest_season
Chelsea,Estêvão,True,name,Chelsea,MID,34.49,34.49,1.19,2.97,4.16,3.0,0.75,498.87,1,Chelsea,2025-26
Chelsea,Alejandro Garnacho,True,name,Chelsea,MID,33.45,33.45,0.59,2.38,2.97,4.23,0.36,750.69,2,Chelsea,2025-26
Coventry,Oliver Dovin,False,none,,,,,,,,,,,,,
Coventry,Ben Wilson,True,name,Fulham,MID,158.12,158.12,9.34,8.18,17.52,9.89,0.63,2511.48,7,Fulham,2025-26
Coventry,Harvey Broad,False,none,,,,,,,,,,,,,
Coventry,Aurèle Amenda,False,none,,,,,,,,,,,,,
Coventry,Jay Dasilva,True,name,Brentford,MID,11.94,11.94,0.5,0.25,0.75,0.5,0.38,177.19,4,Brentford,2025-26
Coventry,Bobby Thomas,True,name,Burnley,DEF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,Burnley,2023-24
Coventry,Liam Kitching,False,none,,,,,,,,,,,,,
Coventry,Kaine Kesler-Hayden,True,name,Aston Villa,DEF,0.63,0.63,0.0,0.0,0.0,0.0,0.0,1.05,2,Aston Villa,2024-25
Coventry,Jake Bidwell,False,none,,,,,,,,,,,,,
Coventry,Joel Latibeaudiere,False,none,,,,,,,,,,,,,
Coventry,Luke Woolfenden,True,name,Ipswich,DEF,6.36,6.36,0.0,0.0,0.0,0.02,0.0,419.67,1,Ipswich,2024-25
Coventry,Milan van Ewijk,False,none,,,,,,,,,,,,,
Coventry,Miguel Ángel Brau,False,none,,,,,,,,,,,,,
Coventry,Frank Onyeka,True,name,Brentford,MID,23.39,23.39,0.21,2.13,2.34,1.19,0.44,483.51,5,Brentford,2025-26
Coventry,Jack Rudoni,False,none,,,,,,,,,,,,,
Coventry,Matt Grimes,False,none,,,,,,,,,,,,,
Coventry,Tatsuhiro Sakamoto,False,none,,,,,,,,,,,,,
Coventry,Josh Eccles,False,none,,,,,,,,,,,,,
Coventry,Victor Torp,False,none,,,,,,,,,,,,,
Coventry,Kai Andrews,False,none,,,,,,,,,,,,,
Coventry,Loum Tchaouna,True,name,Burnley,MID,35.08,35.08,1.19,1.19,2.38,1.3,0.29,748.61,1,Burnley,2025-26
Coventry,Ellis Simms,True,name,Everton,FWD,2.27,2.27,0.12,0.0,0.12,0.13,0.35,31.91,5,Everton,2023-24
Coventry,Ephron Mason-Clark,True,name,Liverpool,MID,1.18,1.18,0.0,0.0,0.0,0.04,0.0,18.95,3,Liverpool,2024-25
Coventry,Haji Wright,True,name,Liverpool,FWD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Liverpool,2025-26
Coventry,Raphael Borges Rodrigues,True,name,Brentford,FWD,110.81,110.81,13.08,0.59,13.68,13.4,0.61,2010.53,2,Brentford,2025-26
Coventry,Brandon Thomas-Asante,False,none,,,,,,,,,,,,,
Coventry,Jahnoah Markelo,False,none,,,,,,,,,,,,,
Coventry,Norman Bassette,False,none,,,,,,,,,,,,,
Coventry,Aidan Dausch,False,none,,,,,,,,,,,,,
Crystal Palace,Owen Goodman,True,name,Crystal Palace,GKP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Crystal Palace,2022-23
Crystal Palace,Dean Henderson,True,name,Crystal Palace,GKP,152.11,152.11,0.0,0.03,0.03,0.08,0.0,3867.1,7,Crystal Palace,2025-26
Crystal Palace,Remi Matthews,True,name,Crystal Palace,GKP,0.21,0.21,0.0,0.0,0.0,0.0,0.0,0.63,5,Crystal Palace,2025-26
Crystal Palace,Joe Whitworth,True,name,Crystal Palace,GKP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Crystal Palace,2023-24
Crystal Palace,Walter Benítez,True,name,Crystal Palace,GKP,4.16,4.16,0.0,0.0,0.0,0.0,0.0,53.51,1,Crystal Palace,2025-26
Crystal Palace,Danny Imray,True,name,Crystal Palace,DEF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Crystal Palace,2025-26
Crystal Palace,Daniel Muñoz,True,name,Crystal Palace,DEF,80.87,80.87,2.38,2.38,4.76,3.8,0.3,1427.05,1,Crystal Palace,2025-26
Crystal Palace,Tyrick Mitchell,True,name,Crystal Palace,DEF,171.17,171.17,1.06,5.02,6.08,5.21,0.13,4372.54,7,Crystal Palace,2025-26
Chelsea,Maxence Lacroix,True,name,Crystal Palace,DEF,131.87,131.87,0.95,1.9,2.84,3.54,0.09,2936.02,2,Crystal Palace,2025-26
Crystal Palace,Jaydee Canvot,True,name,Crystal Palace,DEF,42.81,42.81,0.0,0.0,0.0,1.08,0.0,791.42,1,Crystal Palace,2025-26
Crystal Palace,Nathaniel Clyne,True,name,Crystal Palace,DEF,39.84,39.84,0.0,0.95,0.95,0.87,0.07,1196.56,9,Crystal Palace,2025-26
Crystal Palace,Borna Sosa,True,name,Crystal Palace,DEF,3.57,3.57,0.0,0.0,0.0,0.07,0.0,58.87,1,Crystal Palace,2025-26
Crystal Palace,Chris Richards,True,name,Crystal Palace,DEF,114.81,114.81,1.16,0.56,1.72,3.31,0.05,2853.88,4,Crystal Palace,2025-26
Crystal Palace,Óscar Mingueza,False,none,,,,,,,,,,,,,
Crystal Palace,Tayo Adaramola,True,name,Crystal Palace,DEF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,Crystal Palace,2023-24
Crystal Palace,Jefferson Lerma,True,name,Crystal Palace,MID,87.61,87.61,0.84,3.54,4.37,4.59,0.14,2737.3,4,Crystal Palace,2025-26
Crystal Palace,Yéremy Pino,True,token,Crystal Palace,MID,45.78,45.78,1.19,1.19,2.38,6.33,0.17,1233.21,1,Crystal Palace,2025-26
Crystal Palace,Daichi Kamada,True,name,Crystal Palace,MID,55.75,55.75,0.0,1.19,1.19,3.85,0.06,1675.39,2,Crystal Palace,2025-26
Crystal Palace,Will Hughes,True,name,Crystal Palace,MID,74.4,74.4,0.2,2.82,3.02,3.68,0.12,2353.38,8,Crystal Palace,2025-26
Crystal Palace,Adam Wharton,True,name,Crystal Palace,MID,91.96,91.96,0.59,4.91,5.5,6.64,0.22,2254.45,3,Crystal Palace,2025-26
Crystal Palace,Romain Esse,True,name,Crystal Palace,MID,10.16,10.16,0.35,0.71,1.06,0.27,1.32,72.57,2,Crystal Palace,2025-26
Crystal Palace,David Ozoh,True,name,Crystal Palace,MID,1.81,1.81,0.0,0.0,0.0,0.0,0.0,31.24,4,Crystal Palace,2025-26
Crystal Palace,Justin Devenny,True,name,Crystal Palace,MID,33.43,33.43,0.95,0.35,1.3,2.06,0.18,641.42,2,Crystal Palace,2025-26
Crystal Palace,Matheus França,True,name,Crystal Palace,MID,6.55,6.55,0.35,0.42,0.77,0.33,1.06,65.47,3,Crystal Palace,2025-26
Crystal Palace,Ismaïla Sarr,True,name,Crystal Palace,MID,125.06,125.06,8.31,3.85,12.16,13.43,0.48,2302.66,3,Crystal Palace,2025-26
Crystal Palace,Eddie Nketiah,True,name,Crystal Palace,FWD,55.22,55.22,3.8,1.8,5.6,5.95,0.52,963.85,4,Crystal Palace,2025-26
Crystal Palace,Jean-Philippe Mateta,True,name,Crystal Palace,FWD,165.83,165.83,16.11,2.25,18.37,18.04,0.57,2913.8,6,Crystal Palace,2025-26
Crystal Palace,Jørgen Strand Larsen,True,name,Crystal Palace,FWD,95.86,95.86,7.33,2.01,9.34,7.76,0.37,2282.83,2,Crystal Palace,2025-26
Everton,Brennan Johnson,True,name,Crystal Palace,MID,129.88,129.88,7.13,5.86,12.99,11.12,0.44,2637.68,4,Crystal Palace,2025-26
Crystal Palace,Jesurun Rak-Sakyi,True,name,Crystal Palace,MID,1.98,1.98,0.0,0.0,0.0,0.12,0.0,33.62,6,Crystal Palace,2025-26
Everton,Jordan Pickford,True,name,Everton,GKP,204.96,204.96,0.0,0.48,0.48,0.34,0.01,4922.72,10,Everton,2025-26
Everton,Mark Travers,True,name,Everton,GKP,14.38,14.38,0.0,0.0,0.0,0.0,0.0,369.33,6,Everton,2025-26
Everton,Tom King,True,name,Everton,GKP,0.35,0.35,0.0,0.0,0.0,0.0,0.0,0.35,3,Everton,2025-26
Everton,Nathan Patterson,True,name,Everton,DEF,29.05,29.05,0.0,0.77,0.77,0.64,0.11,631.91,5,Everton,2025-26
Everton,Michael Keane,True,name,Everton,DEF,122.47,122.47,3.61,1.08,4.7,2.28,0.16,2617.68,10,Everton,2025-26
Everton,James Tarkowski,True,name,Everton,DEF,193.38,193.38,2.1,2.74,4.84,5.75,0.09,4700.77,10,Everton,2025-26
Everton,Jake O'Brien,True,name,Everton,DEF,91.95,91.95,1.3,1.78,3.09,1.97,0.12,2408.35,3,Everton,2025-26
Everton,Vitalii Mykolenko,True,name,Everton,DEF,133.0,133.0,0.85,2.06,2.91,3.27,0.07,3778.09,5,Everton,2025-26
Everton,Jarrad Branthwaite,True,name,Everton,DEF,77.02,77.02,1.3,1.16,2.46,1.52,0.11,1981.89,7,Everton,2025-26
Everton,Adam Aznou,True,name,Everton,DEF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Everton,2025-26
Everton,Hayden Hackney,False,none,,,,,,,,,,,,,
Everton,Tyler Dibling,True,name,Everton,MID,34.74,34.74,0.71,0.71,1.41,1.64,0.15,866.19,3,Everton,2025-26
Everton,Kiernan Dewsbury-Hall,True,name,Everton,MID,111.6,111.6,5.08,5.04,10.12,6.52,0.43,2098.36,4,Everton,2025-26
Everton,Charly Alcaraz,True,name,Everton,MID,32.8,32.8,0.71,1.66,2.36,1.89,0.32,674.56,2,Everton,2025-26
Everton,Idrissa Gueye,True,name,Everton,MID,49.35,49.35,1.19,1.78,2.97,2.28,0.21,1245.1,1,Everton,2025-26
Everton,Merlin Röhl,True,name,Everton,MID,21.41,21.41,0.59,0.59,1.19,0.61,0.27,401.36,1,Everton,2025-26
Everton,James Garner,True,name,Everton,MID,130.85,130.85,1.4,5.06,6.46,7.13,0.18,3322.14,7,Everton,2025-26
Everton,Tim Iroegbunam,True,name,Everton,MID,50.61,50.61,0.0,2.14,2.14,0.87,0.17,1116.62,6,Everton,2025-26
Everton,Harrison Armstrong,True,name,Everton,MID,13.19,13.19,0.0,0.0,0.0,0.73,0.0,328.19,2,Everton,2025-26
Crystal Palace,Dwight McNeil,True,name,Everton,MID,121.86,121.86,3.11,7.46,10.57,7.38,0.37,2571.19,9,Everton,2025-26
Everton,Beto,True,name,Everton,FWD,103.11,103.11,8.81,0.59,9.41,9.79,0.51,1658.23,3,Everton,2025-26
Everton,Iliman Ndiaye,True,name,Everton,MID,116.46,116.46,6.75,1.78,8.53,9.28,0.31,2511.8,4,Everton,2025-26
Everton,Thierno Barry,True,name,Everton,FWD,56.49,56.49,4.76,0.0,4.76,5.12,0.38,1128.56,1,Everton,2025-26
Everton,Tyrique George,True,name,Everton,MID,15.52,15.52,0.35,0.35,0.71,1.25,0.23,271.28,3,Everton,2025-26
Everton,Martin Sherif,True,name,Everton,FWD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,Everton,2025-26
Fulham,Bernd Leno,True,name,Fulham,GKP,170.09,170.09,0.0,0.71,0.71,0.02,0.01,4645.7,8,Fulham,2025-26
Fulham,Benjamin Lecomte,True,name,Fulham,GKP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Fulham,2025-26
Fulham,Kenny Tete,True,name,Fulham,DEF,84.62,84.62,0.93,1.38,2.31,2.74,0.09,2259.61,5,Fulham,2025-26
Fulham,Calvin Bassey,True,name,Fulham,DEF,101.64,101.64,1.16,0.59,1.75,1.85,0.05,3075.66,3,Fulham,2025-26
Fulham,Joachim Andersen,True,name,Fulham,DEF,139.93,139.93,0.59,1.57,2.16,3.68,0.05,4061.76,6,Fulham,2025-26
Fulham,Jorge Cuenca,True,name,Fulham,DEF,26.37,26.37,0.0,0.0,0.0,0.36,0.0,679.34,2,Fulham,2025-26
Fulham,Timothy Castagne,True,name,Fulham,DEF,98.59,98.59,0.62,2.85,3.47,3.34,0.11,2894.68,6,Fulham,2025-26
Ipswich,Issa Diop,True,name,Fulham,DEF,55.75,55.75,0.9,0.1,1.0,0.95,0.05,1756.04,8,Fulham,2025-26
Fulham,Antonee Robinson,True,name,Fulham,DEF,112.13,112.13,0.59,5.05,5.64,4.45,0.16,3171.53,5,Fulham,2025-26
Fulham,Luke Harris,True,name,Fulham,MID,0.8,0.8,0.0,0.0,0.0,0.06,0.0,16.81,4,Fulham,2025-26
Fulham,Harrison Reed,True,name,Fulham,MID,38.78,38.78,0.97,1.05,2.02,1.33,0.22,823.12,6,Fulham,2025-26
Fulham,Tom Cairney,True,name,Fulham,MID,59.69,59.69,2.42,1.45,3.86,2.99,0.3,1163.32,6,Fulham,2025-26
Fulham,Oscar Bobb,True,name,Fulham,MID,32.34,32.34,0.21,1.61,1.82,2.68,0.24,679.2,3,Fulham,2025-26
Fulham,Sander Berge,True,name,Fulham,MID,90.82,90.82,0.28,2.27,2.56,2.97,0.07,3217.3,5,Fulham,2025-26
Ipswich,Sasa Lukic,True,name,Fulham,MID,68.68,68.68,0.8,3.09,3.89,3.78,0.17,2092.79,3,Fulham,2025-26
Fulham,Josh King,True,name,Fulham,MID,41.0,41.0,0.59,1.78,2.38,2.2,0.26,811.59,2,Fulham,2025-26
Fulham,Ryan Sessegnon,True,name,Fulham,MID,86.88,86.88,3.48,2.95,6.43,3.34,0.38,1505.87,8,Fulham,2025-26
Fulham,Emile Smith Rowe,True,name,Fulham,MID,108.05,108.05,4.74,2.7,7.43,6.34,0.31,2155.13,7,Fulham,2025-26
Fulham,Jonah Kusi-Asare,True,name,Fulham,FWD,3.57,3.57,0.0,0.0,0.0,0.04,0.0,29.14,1,Fulham,2025-26
Fulham,Rodrigo Muniz,True,name,Fulham,FWD,72.2,72.2,5.32,1.37,6.68,6.25,0.48,1254.32,4,Fulham,2025-26
Fulham,Alex Iwobi,True,name,Fulham,MID,166.49,166.49,7.17,5.81,12.98,10.74,0.31,3721.18,10,Fulham,2025-26
Fulham,Kevin,True,name,Fulham,MID,29.14,29.14,0.59,1.78,2.38,1.59,0.35,612.44,1,Fulham,2025-26
Hull,Jack Butland,True,name,Man Utd,GKP,3.59,3.59,0.0,0.0,0.0,0.0,0.0,92.59,5,Man Utd,2022-23
Hull,Dillon Phillips,True,name,Man City,MID,19.26,19.26,0.04,0.16,0.21,0.44,0.02,780.21,6,Man City,2025-26
Hull,Thimothée Lo-Tutala,False,none,,,,,,,,,,,,,
Hull,Harvey Cartwright,True,name,Leicester,MID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Leicester,2024-25
Hull,Lewie Coyle,False,none,,,,,,,,,,,,,
Hull,Ryan Giles,True,name,Luton,DEF,2.31,2.31,0.0,0.0,0.0,0.14,0.0,104.69,3,Luton,2023-24
Hull,Charlie Hughes,True,name,Crystal Palace,MID,74.4,74.4,0.2,2.82,3.02,3.68,0.12,2353.38,8,Crystal Palace,2025-26
Hull,Semi Ajayi,True,name,Spurs,MID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Spurs,2024-25
Hull,John Egan,True,name,Sheffield Utd,DEF,6.22,6.22,0.05,0.07,0.12,0.04,0.04,301.22,3,Sheffield Utd,2023-24
Hull,Matty Jacob,False,none,,,,,,,,,,,,,
Hull,Cody Drameh,True,name,Leeds,DEF,0.12,0.12,0.0,0.0,0.0,0.0,0.0,18.12,3,Leeds,2022-23
Hull,Paddy McNair,True,name,Sunderland,DEF,0.07,0.07,0.0,0.0,0.0,0.0,0.0,1.95,1,Sunderland,2016-17
Hull,Abdülkadir Ömür,False,none,,,,,,,,,,,,,
Hull,Eliot Matazo,False,none,,,,,,,,,,,,,
Hull,Darko Gyabi,True,name,Leeds,MID,0.12,0.12,0.0,0.0,0.0,0.01,0.0,0.88,2,Leeds,2025-26
Hull,Matt Crooks,False,none,,,,,,,,,,,,,
Hull,Kieran Dowell,True,name,Norwich,MID,3.05,3.05,0.07,0.07,0.15,0.0,0.2,67.26,2,Norwich,2021-22
Hull,Regan Slater,True,name,Brighton,DEF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,Brighton,2025-26
Hull,Mason Burstow,True,name,Chelsea,FWD,0.42,0.42,0.0,0.0,0.0,0.0,0.0,1.68,1,Chelsea,2023-24
Hull,Liam Millar,False,none,,,,,,,,,,,,,
Hull,Oliver McBurnie,True,name,Sheffield Utd,FWD,18.26,18.26,1.46,0.75,2.22,1.87,0.52,385.28,5,Sheffield Utd,2023-24
Hull,Mohamed Belloumi,False,none,,,,,,,,,,,,,
Hull,David Akintola,False,none,,,,,,,,,,,,,
Hull,Abu Kamara,True,name,Norwich,FWD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Norwich,2021-22
Hull,Enis Destan,False,none,,,,,,,,,,,,,
Hull,Hugh Parker,False,none,,,,,,,,,,,,,
Ipswich,Alex Palmer,True,name,Ipswich,GKP,7.78,7.78,0.0,0.0,0.0,0.0,0.0,413.66,3,Ipswich,2024-25
Ipswich,David Button,True,name,West Brom,GKP,0.32,0.32,0.0,0.0,0.0,0.0,0.0,9.6,3,West Brom,2020-21
Ipswich,Christian Walton,True,name,Ipswich,GKP,5.66,5.66,0.0,0.0,0.0,0.0,0.0,222.74,2,Ipswich,2024-25
Ipswich,Harry Clarke,True,name,Ipswich,DEF,0.35,0.35,0.0,0.0,0.0,0.06,0.0,133.29,1,Ipswich,2024-25
Ipswich,Leif Davis,True,name,Ipswich,DEF,18.47,18.47,0.35,0.71,1.06,2.02,0.1,970.81,2,Ipswich,2024-25
Ipswich,Cédric Kipré,True,name,West Brom,DEF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,West Brom,2020-21
Ipswich,Ben Johnson,True,name,Ipswich,DEF,22.67,22.67,0.47,0.71,1.18,0.8,0.13,831.18,8,Ipswich,2024-25
Ipswich,Darnell Furlong,True,name,West Brom,DEF,3.49,3.49,0.04,0.13,0.18,0.0,0.12,129.53,1,West Brom,2020-21
Ipswich,Jacob Greaves,True,name,Ipswich,DEF,13.08,13.08,0.35,0.0,0.35,0.54,0.04,779.59,1,Ipswich,2024-25
Ipswich,Dara O'Shea,True,name,Ipswich,DEF,33.64,33.64,0.63,1.55,2.18,1.04,0.11,1804.53,3,Ipswich,2024-25
Ipswich,Azor Matusiwa,False,none,,,,,,,,,,,,,
Ipswich,Jack Taylor,True,name,Ipswich,MID,13.44,13.44,0.35,0.0,0.35,0.54,0.11,295.92,1,Ipswich,2024-25
Ipswich,Kasey McAteer,True,name,Leicester,MID,12.45,12.45,0.35,0.35,0.71,0.57,0.21,299.25,3,Leicester,2024-25
Ipswich,Cameron Humphreys,True,name,Ipswich,MID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Ipswich,2024-25
Ipswich,Marcelino Núñez,True,token,Liverpool,FWD,63.58,63.58,5.21,4.0,9.2,8.4,0.8,1031.39,4,Liverpool,2025-26
Ipswich,Anis Mehmeti,False,none,,,,,,,,,,,,,
Ipswich,Finley Barbrook,False,none,,,,,,,,,,,,,
Ipswich,Emersonn,False,none,,,,,,,,,,,,,
Ipswich,Wes Burns,True,name,Ipswich,MID,10.61,10.61,0.0,0.35,0.35,0.59,0.1,325.98,1,Ipswich,2024-25
Ipswich,Sindre Egeli,False,none,,,,,,,,,,,,,
Ipswich,George Hirst,True,name,Ipswich,FWD,16.32,16.32,1.06,0.35,1.41,0.84,0.56,228.28,2,Ipswich,2024-25
Ipswich,Jaden Philogene,True,name,Ipswich,MID,13.08,13.08,0.71,0.0,0.71,0.98,0.23,281.43,1,Ipswich,2024-25
Ipswich,Ali Al Hamadi,True,name,Ipswich,FWD,2.83,2.83,0.0,0.0,0.0,0.14,0.0,44.19,1,Ipswich,2024-25
Ipswich,Chiedozie Ogbene,True,name,Ipswich,MID,20.13,20.13,0.84,0.84,1.68,1.69,0.3,501.51,2,Ipswich,2024-25
Ipswich,Sam Szmodics,True,name,Ipswich,MID,19.09,19.09,1.41,0.0,1.41,1.38,0.36,349.31,1,Ipswich,2024-25
Ipswich,Chuba Akpom,True,name,Arsenal,FWD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Arsenal,2016-17
Ipswich,Jack Clarke,True,name,Ipswich,MID,18.74,18.74,0.0,1.41,1.41,0.81,0.31,410.48,1,Ipswich,2024-25
Leeds,Lucas Perri,True,name,Leeds,GKP,25.57,25.57,0.0,0.0,0.0,0.0,0.0,856.23,1,Leeds,2025-26
Leeds,Jayden Bogle,True,name,Leeds,DEF,72.05,72.05,1.31,3.6,4.92,3.82,0.19,2296.73,3,Leeds,2025-26
Leeds,Gabriel Gudmundsson,True,name,Leeds,DEF,40.43,40.43,0.0,0.0,0.0,2.37,0.0,1567.97,1,Leeds,2025-26
Leeds,Ethan Ampadu,True,name,Leeds,MID,81.63,81.63,0.59,2.38,2.97,2.78,0.14,1946.89,8,Leeds,2025-26
Leeds,Joe Rodon,True,name,Leeds,DEF,66.23,66.23,1.19,0.0,1.19,1.17,0.06,1794.09,6,Leeds,2025-26
Leeds,Jaka Bijol,True,name,Leeds,DEF,58.87,58.87,0.59,1.78,2.38,0.98,0.19,1122.61,1,Leeds,2025-26
Leeds,Sebastiaan Bornauw,True,name,Leeds,DEF,14.87,14.87,0.0,0.0,0.0,0.12,0.0,255.08,1,Leeds,2025-26
Leeds,James Justin,True,name,Leeds,DEF,93.81,93.81,1.98,1.67,3.65,2.68,0.13,2503.68,6,Leeds,2025-26
Leeds,Sam Byram,True,name,Leeds,DEF,3.72,3.72,0.0,0.01,0.01,0.0,0.0,123.93,6,Leeds,2025-26
Leeds,Max Wöber,True,name,Leeds,DEF,3.12,3.12,0.0,0.0,0.0,0.14,0.0,158.0,1,Leeds,2022-23
Leeds,Harry Wilson,True,name,Fulham,MID,158.12,158.12,9.34,8.18,17.52,9.89,0.63,2511.48,7,Fulham,2025-26
Leeds,Daniel James,True,name,Leeds,MID,30.46,30.46,0.76,0.7,1.46,1.31,0.18,710.52,6,Leeds,2025-26
Leeds,Sean Longstaff,True,name,Leeds,MID,87.01,87.01,2.69,2.99,5.68,4.88,0.26,1981.08,8,Leeds,2025-26
Leeds,Brenden Aaronson,True,name,Leeds,MID,85.3,85.3,2.5,5.26,7.76,5.65,0.4,1751.81,2,Leeds,2025-26
Leeds,Anton Stach,True,name,Leeds,MID,81.46,81.46,2.97,3.57,6.54,4.37,0.42,1408.62,1,Leeds,2025-26
Leeds,Ao Tanaka,True,name,Leeds,MID,39.84,39.84,1.19,0.59,1.78,1.68,0.21,777.15,1,Leeds,2025-26
Leeds,Sam Chambers,True,name,Leeds,MID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Leeds,2025-26
Leeds,Ilia Gruev,True,name,Leeds,MID,33.3,33.3,0.0,2.38,2.38,0.8,0.27,783.69,1,Leeds,2025-26
Leeds,Mateo Joseph,True,name,Leeds,FWD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Leeds,2025-26
Leeds,Dominic Calvert-Lewin,True,name,Leeds,FWD,150.65,150.65,12.66,3.24,15.91,16.28,0.46,3123.31,10,Leeds,2025-26
Leeds,Joël Piroe,True,name,Leeds,FWD,10.11,10.11,0.0,0.0,0.0,0.61,0.0,145.08,1,Leeds,2025-26
Leeds,Lukas Nmecha,True,name,Leeds,FWD,43.42,43.42,3.57,0.59,4.16,5.25,0.59,633.38,2,Leeds,2025-26
Leeds,Largie Ramazani,True,name,Leeds,MID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Leeds,2025-26
Leeds,Noah Okafor,True,name,Leeds,MID,64.81,64.81,4.76,1.78,6.54,3.91,0.64,923.42,1,Leeds,2025-26
Leeds,Jack Harrison,True,name,Leeds,MID,87.63,87.63,2.56,3.21,5.76,5.38,0.26,2012.17,6,Leeds,2025-26
Leeds,Wilfried Gnonto,True,name,Leeds,MID,25.9,25.9,0.25,2.28,2.53,1.18,0.48,478.04,2,Leeds,2025-26
Hull,Joe Gelhardt,True,name,Leeds,MID,5.7,5.7,0.15,0.55,0.7,0.16,0.79,79.61,4,Leeds,2025-26
Liverpool,Alisson Becker,True,name,Liverpool,GKP,54.11,54.11,0.0,0.0,0.0,0.02,0.0,1391.37,1,Liverpool,2025-26
Liverpool,Giorgi Mamardashvili,True,name,Liverpool,GKP,20.22,20.22,0.0,0.0,0.0,0.0,0.0,515.52,1,Liverpool,2025-26
Liverpool,Freddie Woodman,True,name,Liverpool,GKP,4.24,4.24,0.0,0.0,0.0,0.0,0.0,152.81,3,Liverpool,2025-26
Liverpool,Ármin Pécsi,True,name,Liverpool,GKP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Liverpool,2025-26
Liverpool,Vítezslav Jaros,True,name,Liverpool,GKP,0.35,0.35,0.0,0.0,0.0,0.0,0.0,3.89,1,Liverpool,2024-25
Liverpool,Harvey Davies,True,name,Liverpool,GKP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,Liverpool,2024-25
Liverpool,Jérémy Jacquet,False,none,,,,,,,,,,,,,
Liverpool,Joe Gomez,True,name,Liverpool,DEF,40.55,40.55,0.0,1.61,1.61,1.13,0.16,908.5,3,Liverpool,2025-26
Liverpool,Virgil van Dijk,True,name,Liverpool,DEF,218.42,218.42,5.89,1.83,7.72,5.5,0.15,4650.83,10,Liverpool,2025-26
Liverpool,Milos Kerkez,True,name,Liverpool,DEF,110.32,110.32,1.9,3.14,5.03,2.92,0.15,2931.21,3,Liverpool,2025-26
Liverpool,Conor Bradley,True,name,Liverpool,DEF,49.98,49.98,0.21,2.53,2.74,1.81,0.25,972.92,4,Liverpool,2025-26
Liverpool,Giovanni Leoni,True,name,Liverpool,DEF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Liverpool,2025-26
Liverpool,Kostas Tsimikas,True,name,Liverpool,DEF,34.5,34.5,0.0,1.63,1.63,1.49,0.25,595.47,6,Liverpool,2025-26
Liverpool,Jeremie Frimpong,True,name,Liverpool,DEF,37.46,37.46,0.0,2.97,2.97,1.22,0.44,613.63,1,Liverpool,2025-26
Liverpool,Calvin Ramsay,True,name,Liverpool,DEF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,Liverpool,2025-26
Liverpool,Wataru Endo,True,name,Liverpool,MID,9.88,9.88,0.21,0.0,0.21,0.43,0.05,360.32,1,Liverpool,2023-24
Liverpool,Florian Wirtz,True,name,Liverpool,MID,74.33,74.33,2.97,2.38,5.35,7.12,0.34,1411.59,1,Liverpool,2025-26
Liverpool,Dominik Szoboszlai,True,name,Liverpool,MID,166.51,166.51,6.32,8.54,14.86,13.33,0.41,3242.23,3,Liverpool,2025-26
Liverpool,Alexis Mac Allister,True,name,Liverpool,MID,157.11,157.11,5.67,6.59,12.26,10.13,0.31,3618.18,7,Liverpool,2025-26
Liverpool,Curtis Jones,True,name,Liverpool,MID,99.36,99.36,2.39,4.05,6.43,6.12,0.26,2234.76,9,Liverpool,2025-26
Liverpool,Harvey Elliott,True,name,Aston Villa,MID,43.55,43.55,1.11,2.85,3.96,3.44,0.51,697.96,8,Aston Villa,2025-26
Liverpool,Ryan Gravenberch,True,name,Liverpool,MID,127.61,127.61,3.18,4.39,7.57,4.83,0.22,3129.04,3,Liverpool,2025-26
Liverpool,Trey Nyoni,True,name,Liverpool,MID,3.57,3.57,0.0,0.0,0.0,0.23,0.0,12.49,1,Liverpool,2025-26
Liverpool,Stefan Bajcetic,True,name,Liverpool,MID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,Liverpool,2025-26
